NAME,ADDRESS,CITY,STATE,ZIP5
"PEORIA CITIZENS COMMITTEE FOR ECONOMIC OPPORTUNITY, INC",711 W McBean St,Peoria,IL,61605
PIASA AREA HABITAT FOR HUMANITY,PO Box 8492,Alton,IL,62002
"PILGRIM PROMISES, INC",103 S Central Ave,Rockford,IL,61102
"PILGRIM'S PROMISE, COMMUNITY DEVELOPMENT CORPORATION",1703 S Central Ave,Rockford,IL,61102
PILSEN RESURRECTION DEVELOPMENT CORP,1818 S Paulina St,Chicago,IL,60608
PIONEER CENTER OF MCHENRY COUNTY,4001 W Dayton St,McHenry,IL,60050
PORTA COELI SENIOR RESIDENCE,2260 E 99th St,Chicago,IL,60617
PROJECT NOW COMMUNITY ACTION AGENCY,418 19th St,Rock Island,IL,61201
Proviso Leyden Council for Community Action (PLCCA),411 Madison St,Maywood,IL,60153
PROVISO-LEYDEN COUNCIL FOR COMMUNITY ACTION (PLCCA),1100 Madison St,Maywood,IL,60153
"PST, INC.",1528 Washington St,Waukegan,IL,60085
REBA PLACE DEVELOPMENT CORPORATION,PO Box 6575,Evanston,IL,60204
REGIONAL REDEVELOPMENT CORPORATION,15652 Homan Ave,Markham,IL,60428
ROCK ISLAND ECONOMIC GROWTH CORP.,1819 3rd Ave,Rock Island,IL,61201
ROCKFORD NEIGHBORHOOD REDEVELOPMENT,1110 Kilburn Ave,Rockford,IL,61101
ROCKFORD NEW HOPE INC.,219 S 2nd St,Rockford,IL,61104
SANGAMON TERRACE APARTMENTS,6145 S Sangamon St,Chicago,IL,60621
Sarah's Circle,4750 N Sheridan Rd,Chicago,IL,60640
SENIOR SERVICES CENTER OF WILL COUNTY,310 N Joliet St,Joliet,IL,60432
"SETTLER'S HOUSING, INC",815 Garfield St,Oak Park,IL,60304
SOUTH PARK DEVELOPMENT GROUP,,ROCKFORD,IL,61104
SOUTH SUBURBAN MAYORS AND MANAGERS,1904 174th St,East Hazel Crest,IL,60429
SOUTH SUBURBAN MAYORS AND MANAGERS,1904 174th St,East Hazel Crest,IL,60429
SOUTHEAST COOK COUNTY COMMUNITY REDEVELOPMENT AGENCY,13800 S Trumbull Ave,Robbins,IL,60472
SPANISH CENTER CHDO,309 N Eastern Ave,Joliet,IL,60432
SPRINGFIELD URBAN LEAGUE,100 N 11th St,Springfield,IL,62703
ST. ANDREW'S COURT LP,2100 W Warren Blvd,Chicago,IL,60612
ST. LEONARD'S MINISTRIES,50 N Hoyne Ave,Chicago,IL,60612
SUBURBAN REDEVELOPMENT,15652 Homan Ave,Markham,IL,60428
THE LAMBS,PO Box 520,Libertyville,IL,60048
THE RENAISSANCE COLLABORATIVE,3757 S Wabash Ave,Chicago,IL,60653
THE RESURRECTION PROJECT,1818 S Paulina St,Chicago,IL,60608
THE WABASH Y RENAISSANCE CORP,700 E Oakwood Blvd,Chicago,IL,60653
TIERRA LINDA/YERBA BUENA,1752 N Sawyer Ave,Chicago,IL,60647
TRI-COUNTY OPPORTUNITIES,405 Emmons Ave,Rock Falls,IL,61071
"TRINITY HOUSE, INC",PO Box 4446,Rockford,IL,61110
"TSP-HOPE, INC",1507 E Cook St,Springfield,IL,62703
TURNSTONE DEVELOPMENT,10 S La Salle St Ste 3510,Chicago,IL,60603
UPGRADE,1720 N Great Oak Rd,Peoria,IL,61604
URBAN LEAGUE OF CHAMPAIGN CO DEVELOPMENT CORP,314 S Neil St,Champaign,IL,61820
"VICTORIA JENNINGS RESIDENCES, LTD",4526 S Wabash Ave,Chicago,IL,60653
VOLUNTEERS OF AMERICA OF ILLINOIS,47 W Polk St,Chicago,IL,60605
WEST EGYPTIAN ECONOMIC OPPORTUNITIES,1 Industrial Park,Steeleville,IL,62288
WEST SUBURBAN NEIGHBORHOOD,3200 Washington Blvd,Bellwood,IL,60104
WESTERN ILLINOIS REGIONAL COUNCIL,223 S Randolph St,Macomb,IL,61455
WINSTANLEY/INDUSTRY PARK NEIGHBORHOOD,1411 Missouri Ave,East St Louis,IL,62201
WOODLAWN EAST COMMUNITY,1541 E 65th St,Chicago,IL,60637
WOODLAWN EAST COMMUNITY AND NEIGHBORS,6450 S Stony Island Ave,Chicago,IL,60637
YOUTHBUILD LAKE COUNTY,3001 Green Bay Rd,North Chicago,IL,60064
ZION DEVELOPMENT CORPORATION,524 7th St,Rockford,IL,61104
ADVANCE COMMUNITY DEVELOPMENT,4514 Leighton Ln,Fort Wayne,IN,46816
ADVANTIX DEVELOPMENT CORP,500 Court St,Evansville,IN,47708
AETNA RESURRECTION CDC,1016 Aetna St,Gary,IN,46403
AFFORDABLE HOUSING CORPORATION,601 S Adams St,Marion,IN,46953
ANDERSON/MADISON COUNTY HOMELESS TASK FORCE,730 Glenwood Ln,Anderson,IN,46011
AREA 10 AGENCY ON AGING,7500 W Reeves Rd,Bloomington,IN,47404
"AREA 12 COUNCIL ON AGING AND COMMUNITY SERVICES, INC.",13091 Benedict Dr,Dillsboro,IN,47018
AREA 6 HOUSING DEVELOPMENT CORPORAT,PO Box 308,Yorktown,IN,47396
AREA FIVE AGENCY ON AGING,1801 Smith St,Logansport,IN,46947
AZUSA CDC,1417 N Delphos St,Kokomo,IN,46901
BLACK OAK REDEVELOPMENT CORPORATION,5404 W 25th Ave,Gary,IN,46406
"BLOOMINGTON RESTORATIONS, INC.",103 E 15th St,Bloomington,IN,47408
"BLUE RIVER SERVICES, INC.",PO Box 547,Corydon,IN,47112
BOS COMMUNITY DEVELOPMENT CORP,719 Indiana Ave,Indianapolis,IN,46202
BOYS 2 MEN,803 Woodview Blvd,Fort Wayne,IN,46806
BRIDGES COMMUNITY SERVICES,318 W 8th St,Muncie,IN,47302
BROADWAY AREA CDC,575 Broadway,Gary,IN,46402
CAP OF WESTERN INDIANA,PO Box 188,Covington,IN,47932
"CENTRAL EASTSIDE HOUSING, INC.",1450 Wabash Ave,Terre Haute,IN,47807
"CHOICES, INC.",1725 N Meridian St,Indianapolis,IN,46202
COMMUNITY ACTION OF EAST CENTRAL INDIANA,PO Box 1314,Richmond,IN,47375
COMMUNITY ACTION OF NE INDIANA (CANI),2260 Lake Ave,Fort Wayne,IN,46805
COMMUNITY ACTION PROGRAM OF EVANSVILLE (CAPE),401 SE 6th St Ste 1,Evansville,IN,47713
COMMUNITY ALLIANCE OF THE FAR EAST SIDE,8902 E 38th St,Indianapolis,IN,46226
COMMUNITY HOUSING INITIATIVE,17874 State Road 23,South Bend,IN,46635
COMMUNITY REINVESTMENT PROJECT OF E,720 W Chicago Ave,East Chicago,IN,46312
"COMMUNITY REINVESTMENT PROJECT OF EAST CHICAGO, INC.",524 W Chicago Ave,East Chicago,IN,46312
CONCORD COMMUNITY DEVELOPMENT,1310 S Meridian St,Indianapolis,IN,46225
CORP HOU OPPT.,CITY OF EVANSVILLE,EVANSVILLE,IN,47713
"CR WORKS, INC.",4950 Broadway,Gary,IN,46408
CROOKED CREEK NORTHWEST CDC,9101 Wesleyan Rd,Indianapolis,IN,46268
"CROWNPOINTE VILLAS, INC.",P.O. BOX 122620,ANDERSON,IN,46012
"DR. MARTIN LUTHER KING, JR MEMORIAL",2030 W 16th St,Anderson,IN,46016
"DUBOIS-PIKE-WARRICK ECONOMIC OPPORTUNITY COMMITTEE, INC. D/B/A TRI-CAP",607 3rd Ave,Jasper,IN,47546
EAST CENTRAL REINVESTMENT CORP,615 E Washington St,Muncie,IN,47305
EASTSIDE COMMUNITY INVESTMENTS,26 N Arsenal Ave,Indianapolis,IN,46201
ECHO HOUSING CORP,216 Washington Ave,Evansville,IN,47713
ECHO HOUSING CORPORATION,414 Baker Ave,Evansville,IN,47710
ECOREHAB,4105 W Jackson St,Muncie,IN,47304
"ELKHART ASSOCIATION OF RIVER NEIGHBORHOODS,INC.",,ELKHART,IN,99999
ELKHART HOUSING PARTNERSHIP,500 S Main St,Elkhart,IN,46516
Englewood Community Development Corporation,57 N Rural St,Indianapolis,IN,46201
Faith Community Development Corporation,5526 SR 26 East,Lafayette,IN,47905
FAMILY CHRISTIAN DEVELOPMENT CENTER,151 S Locke St,Nappanee,IN,46550
FORT WAYNE NEIGHBORHOOD HOUSING,1421 Oxford St,Fort Wayne,IN,46806
"FOUR RIVERS RESOURCE SERVICES,INC.",HIGHWAY 59 SOUTH,LINTON,IN,47441
FULTON COUNTY HOUSING AUTHORITY,625 Pontiac St,Rochester,IN,46975
GARY CITYWIDE DEVELOPMENT CORPORATION,504 Broadway,Gary,IN,46402
"GENESIS OUTREACH,INC.",2812 Gay St,Fort Wayne,IN,46806
GLEN PARK COMMUNITY DEVELOPMENT CORPORATION,504 Broadway,Gary,IN,46402
"GREATER PROGRESSIVE COMMUNITY HOUSING, INC.",2215 John St,Fort Wayne,IN,46803
GREATER VALPARAISO COMMUNITY DEVELOPMENT CORP,177 Blackthorn Dr,Valparaiso,IN,46383
"GUERIN, INC.",8037 Unruh Dr,Georgetown,IN,47122
Habitat for Humanity of NWI,3777 Colfax St,Gary,IN,46408
"HAMILTON COUNTY AREA NEIGHBORHOOD DEVELOPMENT, INC.",347 S 8th St Ste A,Noblesville,IN,46060
HAMMOND ENTERPRISE DEVELOPMENT CORP,649 Conkey St,Hammond,IN,46324
"HAVEN HOUSE SERVICES, INC",917 Assembly Rd,Jeffersonville,IN,47130
"HEART HOUSE, INC.",6815 US 50,Aurora,IN,47001
HENDRICKS COUNTY COMMUNITY DEVELOPMENT CORP.,PO Box 369,Danville,IN,46122
High Performance Government Network,7602 Patriot Xing,Fort Wayne,IN,46816
HOME OWNERSHIP PROGRAM OF EVANSVILLE,608 Cherry St,Evansville,IN,47713
HOOSIER UPLANDS ECONOMIC DEVELOPMENT,521 W Main St,Mitchell,IN,47446
HOPE OF EVANSVILLE,401 SE 6th St Ste 206,Evansville,IN,47713
HORACE MANN AMBRIDGE NEIGHBORHOOD,1614 W 5th Ave,Gary,IN,46404
Housing Assistance Office Inc,2410 Grape Rd Ste 2,Mishawaka,IN,46545
"HOUSING ASSISTANCE OFFICE, INC",PO Box 1558,South Bend,IN,46634
HOUSING AUTHORITY,2013 S Anthony Blvd,Fort Wayne,IN,46803
HOUSING OPPORTUNITIES,954 Eastport Centre Dr Ste A,Valparaiso,IN,46383
HOUSING OPPORTUNITIES,2001 Calumet Ave,Valparaiso,IN,46383
"HOUSING OPPORTUNITIES OF WARSAW,INC.",220 S Buffalo St,Warsaw,IN,46580
HOUSING OPPORTUNITIES PROGRAM,2013 S Anthony Blvd,Fort Wayne,IN,46803
"HOUSING OPPORTUNITIES,INC.",954 Eastport Centre Dr,Valparaiso,IN,46383
"HOUSING PARTNERSHIPS, INC",2158 Cottage Ave,Columbus,IN,47201
"IN-PACT, INC",182 W North St,Crown Point,IN,46307
INDEPENDENT RESIDENTIAL LIVING DEVELOPMENT OF CENTRAL INDIANA,5971 W US 52 Ste E,New Palestine,IN,46163
"INDUSTRY NEIGHBORHOOD COUNCIL, INC",PO Box 1207,Muncie,IN,47308
INDY-EAST ASSET DEVELOPMENT,2236 E 10th St,Indianapolis,IN,46201
IRL DEVELOPMENT CORPORATION,5971 W US 52,New Palestine,IN,46163
JEFFERSONVILLE HOUSING SERVICES COR,206 Eastern Blvd,Jeffersonville,IN,47130
"JONAH, INC.",2407 7th Ave,Terre Haute,IN,47803
"Joshua's Hand, Inc.",4202 Hessen Cassel Rd,Fort Wayne,IN,46806
KING PARK AREA DEVELOPMENT,1532 N Alabama St,Indianapolis,IN,46202
KNOX COUNTY RURAL DEVELOPMENT CORP,TILLY ESTATES OFFICE,BICKNELL,IN,47512
"LA CASA OF GOSHEN, INC",202 N Cottage Ave,Goshen,IN,46528
"LACASA, INC.",202 N Cottage Ave,Goshen,IN,46528
LAFAYETTE NEIGHBORHOOD HOUSING,1244 N 15th St,Lafayette,IN,47904
LAFAYETTE TRANSITIONAL HOUSING,118 N 8th St,Lafayette,IN,47901
"LifeDesigns, Inc.",200 E Winslow Rd,Bloomington,IN,47401
LINCOLN HILLS DEVELOPMENT CORP,PO Box 336,Tell City,IN,47586
"MANAGED EAST CHICAGO HOUSING ASSOCIATION, INC.",4920 Larkspur St,East Chicago,IN,46312
"MANAGED EAST CHICAGO HOUSING ASSOCIATION, INC.",4920 Larkspur St,East Chicago,IN,46312
MAPLETON-FALL CREEK HOUSING DEV,3421 N Park Ave,Indianapolis,IN,46205
MARTIN LUTHER KING COMMUNITY DEVELOPMENT,4216 N College Ave,Indianapolis,IN,46205
MARTINDALE-BRIGHTWOOD COMM,2304 E 25th St,Indianapolis,IN,46218
MEMORIAL COMMUNITY DEVELOPMENT CORPORATION,645 Canal St,Evansville,IN,47713
MICHIGAN CITY CDC,301 E 8th St,Michigan City,IN,46360
"MIDDLE WAY HOUSE, INC",PO Box 95,Bloomington,IN,47402
"MONROE COUNTY HOUSING SOLUTION, INC",303 N Morton St,Bloomington,IN,47404
"MONTGOMERY COUNTY HOUSING DEVELOPMENT, INC.",103 N Green St,Crawfordsville,IN,47933
MOTHER THEODORE CORP.,711 Ohio St,Terre Haute,IN,47807
MOTHER THEODORE CORPORATION II,711 Ohio St,Terre Haute,IN,47807
MOTHER THEODORE CORPORATION IV,711 Ohio St,Terre Haute,IN,47807
MUNCIE HOMEOWNERSHIP AND DEVELOPMENT CENTER,300 S Walnut St,Muncie,IN,47305
"NEAR EAST AREA RENEWAL, INC.",2807 E 10th St,Indianapolis,IN,46201
NEAR NORTH DEVELOPMENT CORPORATION,1630 N Meridian St Ste 1110,Indianapolis,IN,46202
"NEAR NORTHWEST NEIGHBORHOOD, INC.",1007 Portage Ave,South Bend,IN,46616
"NEIGHBORHOOD HOUSING SERVICES, INC.",803 N Notre Dame Ave,South Bend,IN,46617
NEIGHBORWORKS HOME & COMMUNITY DEVELOPMENT,501 E Brackenridge St,Fort Wayne,IN,46802
NEW ALBANY-FLOYD COUNTY CHDO,430 Pearl St,New Albany,IN,47150
"NEW CHAUNCEY HOUSING, INC",279 Littleton St,West Lafayette,IN,47906
"NEW CHAUNCEY HOUSING, INC.",701 N Chauncey Ave,West Lafayette,IN,47906
New Hope Development Services,725 Wall St,Jeffersonville,IN,47130
"OHIO VALLEY OPPORTUNITIES,INC",PO Box 1159,Madison,IN,47250
OLD WESTEND NEIGHBORHOOD ECONOMIC,PO Box 1614,Muncie,IN,47308
"OPEN DOOR COMMUNITY, INC",424 W Jackson St,Muncie,IN,47305
Operation MOVE-In,222 E 10th St Ste C,Anderson,IN,46016
"OPPORTUNITY HOUSING, INC",620 Tennessee St,Greencastle,IN,46135
"PACE COMMUNITY ACTION AGENCY, INC.",525 N 4th St,Vincennes,IN,47591
"PARENTS AND FRIENDS, INC.",2354 N US Highway 35,La Porte,IN,46350
PARTNERS IN HOUSING DEVELOPMENT CORP,725 N Pennsylvania St,Indianapolis,IN,46204
PATHFINDER SERVICES INC,1152 E State St,Huntington,IN,46750
PATHSTONE CORPORATION,2817 N Oakwood Ave,Muncie,IN,47304
PEOPLE OF CONVICTION CDC,1304 S Anthony Blvd,Fort Wayne,IN,46803
PROJECT RENEW,PO Box 12981,Fort Wayne,IN,46866
PROVIDENCE HOUSING CORP.,225 W Daisy Ln,New Albany,IN,47150
Providence Housing Corporation,219 N Providence Pl,West Terre Haute,IN,47885
"QUALITY HOUSING DEVELOPMENT, INC.",1701 S Pilgrim Blvd,Yorktown,IN,47396
REFUGE HOUSE MINISTRIES,1344 W 5th Ave,Gary,IN,46402
"Renew Indianapolis, Inc.",1704 Bellefontaine St,Indianapolis,IN,46202
REVITALIZATION ORGANIZATION OF NEW,PO Box 599,East Chicago,IN,46312
RILEY AREA DEVELOPMENT CORP.,430 Massachusetts Ave,Indianapolis,IN,46204
RISING SUN & OHIO CO SNR CTZN HSG,221 S Walnut St,Rising Sun,IN,47040
SOUTH BEND HERITAGE FOUNDATION,914 Lincoln Way W,South Bend,IN,46616
South Bend Heritage Foundation,803 Lincoln Way W,South Bend,IN,46616
South Central Indiana Housing Opportunities,1007 N Summitt St,Bloomington,IN,47404
"Southeast Neighborhood Development, Inc",3230 Southeastern Ave,Indianapolis,IN,46203
SOUTHEASTERN INDIANA COMMUNITY PRESERVATION & DEVELOPMENT CORP,405 W US Highway 50,Versailles,IN,47042
"SOUTHERN INDIANA HOMEOWNERSHIP,INC.",4367 N Purdue Rd,Vincennes,IN,47591
SOUTHERN INDIANA HOUSING AND COMMUNITY DEVELOPMENT CORP,748 Franklin St,Columbus,IN,47201
SOUTHERN VI CORPORATION,508 E 4th St,Huntingburg,IN,47542
SWITZERLAND COUNTY HOUSING DEV CORP,317 Ferry St,Vevay,IN,47043
TERRE HAUTE HOUSING AUTHORITY DEV,2001 N 19th St,Terre Haute,IN,47804
"THE BROTHERHOOD ATHLETIC EDUCATION ASSOCIATION, INC.",1720 E 38th St,Indianapolis,IN,46218
THE RECLAMATION PROJECT,2614 S Calhoun St,Fort Wayne,IN,46807
TREE OF LIFE - CDC,561 Broadway,Gary,IN,46402
TWIN OAKS HOUSING CORPORATION,1510 Southside Dr,Crawfordsville,IN,47933
United Cerebral Palsy of the Wabash Valley,1400 Hulman St,Terre Haute,IN,47802
"UNITED NEIGHBORHOODS, INC.",7329 Columbia Cir W,Hammond,IN,46324
UNITED NORTH EAST COMMUNITY DEVELOPMENT,3636 E 38th St,Indianapolis,IN,46218
UNITED NORTHWEST AREA DEV,1100 W 30th St,Indianapolis,IN,46208
"UPWARD BOUND, INC.",2061 E Eaton Albany Pike,Eaton,IN,47338
"URBAN LEAGUE OF MADISON COUNTY, INC.",1210 W 10th St,Anderson,IN,46016
VEVAY-SWITZERLAND CITY,PO Box 193,Vevay,IN,47043
VINCENT HOUSE INC,2827 Holton Ave,Fort Wayne,IN,46806
"WABASH VALLEY HABITAT FOR HUMANITY,INC.",1450 Wabash Ave,Terre Haute,IN,47807
WABASH VALLEY TRUST FOR HISTORIC PRESERVATION,14 N 3rd St,Lafayette,IN,47901
WARSAW COMMUNITY DEVELOPMENT CORPOR,313 S Buffalo St,Warsaw,IN,46580
WEST CENTRAL NEIGHBORHOOD ASSOCIATION,PO Box 13151,Fort Wayne,IN,46867
West Indianapolis Development Corporation,1211 Hiatt St,Indianapolis,IN,46221
WESTSIDE COMMUNITY DEVELOPMENT CORPORATION,2232 W Michigan St,Indianapolis,IN,46222
WHITLEY CROSSINGS NEIGHBORHOOD CORP,107 N Walnut St,Columbia City,IN,46725
"WILLIAM, HOWARD, WRIGHT, INC",PO Box 26646,Indianapolis,IN,46226
21ST CENTURY HOMESTEAD,P.O. BOX 771,ALTAMONT,KS,67330
BREAKTHROUGH HOUSE INC.,603 SW Topeka Blvd,Topeka,KS,66603
Builders Development,600 E 103rd St,Kansas City,KS,64131
"CATHOLIC HOUSING OF WYANDOTTE COUNTY, INC.",608 N 18th St,Kansas City,KS,66102
CDC,PO Box 16825,Wichita,KS,67216
CITY VISION MINISTRIES,701 N 78th St,Kansas City,KS,66112
COMMUNITY ACTION,1000 SE Hancock St,Topeka,KS,66607
COMMUNITY ECONOMIC RESOURCES,1020 N Main St Ste B,Wichita,KS,67203
COMMUNITY HOUSING OF WYANDOTTE COUNTY,2 SOUNTY 14TH STREET,KANSAS CITY,KS,66102
"COMMUNITY HOUSING SERVICES OF WICHITA/SEDGWICK COUNTY, INC.",4620 E 13th St N,Wichita,KS,67208
CORNERSTONE OF TOPEKA,501 SW Western Ave,Topeka,KS,66606
ECKAN,PO Box 110,Ottawa,KS,66067
"ECONOMIC OPPORT FOUNDATION, INC",1542 Minnesota Ave,Kansas City,KS,66102
"EL CENTRO, INC.",1333 S 27th St,Kansas City,KS,66106
EMPORIA COMMUNITY HOUSING ORGANIZATION,517 Merchant St Ste 208,Emporia,KS,66801
"GREAT PLAINS DEVELOPMENT, INC",PO Box 1116,Dodge City,KS,67801
"H.O.P.E., INC.",3340 W Douglas Ave,Wichita,KS,67203
"HOMESTEAD AFFORDABLE HOUSING, INC.",603 Pennsylvania Ave,Holton,KS,66436
"HOPE, INC.",2137 N Battin St,Wichita,KS,67208
"HOUSING OPPORTUNITIES, INC.",PO Box 382,Great Bend,KS,67530
INTERFAITH HOUSING SERVICES,200 E 3rd Ave,Hutchinson,KS,67501
Jakub's Ladder,330 N Valley Stream Dr,Derby,KS,67037
JOHNSON COUNTY HOUSING COALITION,PO Box 547,Olathe,KS,66051
MANHATTAN AREA HOUSING PARTNERSHIP,PO Box 831,Manhattan,KS,66505
MARSHALL COUNTY COMMUNITY RESOURCE AND EDUCATION CENTER,405 N 4th St,Marysville,KS,66508
MENNONITE HOUSING REHAB SERVICES,2145 N Topeka St,Wichita,KS,67214
MENTAL HEALTH ASSOCIATION OF SO. CE,555 N Woodlawn St Ste 3105,Wichita,KS,67208
MID-CAP,111 W Ash Ave,El Dorado,KS,67042
"MT. CARMEL REDEVELOPMENT CORPORATION, INC.",1311 Minnesota Ave,Kansas City,KS,66102
"MULTI-COMMUNITY DIVERSIFIED SERVICES, INC.",2107 Industrial Dr,McPherson,KS,67460
NEIGHBORHOOD HOUSING SERVICES,2839 Wood Ave,Kansas City,KS,66104
"NEK-CAP, INC",PO Box 380,Hiawatha,KS,66434
"NEW BEGINNINGS, INC.","NEW BEGINNINGS, INC.",HUTCHINSON,KS,67504
NORTH EAST AREA REHAB,517 Crestwood Ln,Liberal,KS,67901
"NW KANSAS HOUSING, INC.",219 N Pomeroy Ave,Hill City,KS,67642
ORIGINAL TOWN OF LIBERAL REVITALIZATION,4 Rock Island Rd,Liberal,KS,67901
PELATHE CRC,1423 Haskell Ave,Lawrence,KS,66044
POWER CDC CHDO,1802 N Hydraulic St,Wichita,KS,67214
"S.E.K. HOUSING DEV CO, INC",2000 Katy Dr,Parsons,KS,67357
SEDGWICK COUNTY AREA NONPROFIT COM,1929 W 21st St N,Wichita,KS,67203
SEE-KAN COOPERATIVE,RT 2 BOX 68,SEDAN,KS,67361
"SEK-CAP, INC",110 N Ozark St,Girard,KS,66743
SPIRIT,745 S Princeton St,Ottawa,KS,66067
STARDUSTERS REBUILDS,2535 SE Ohio Ave,Topeka,KS,66605
STILWELL HERITAGE & EDUCATION,PO Box 1904,Pittsburg,KS,66762
"TENANTS TO HOMEOWNERS, INC",PO Box 442192,Lawrence,KS,66044
"TOPEKA CITY HOMES, INC",511 SW Jackson St,Topeka,KS,66603
"Topeka Habitat for Humanity, Inc.",121 NE Gordon St,Topeka,KS,66608
TOPEKA HOUSING PARTNERSHIP,5100 SW 10th Ave,Topeka,KS,66604
WICHITA INDOCHINESE CENTER,2502 E Douglas Ave,Wichita,KS,67214
"WYANDOTTE ECONOMIC & COMMUNITY DEVELOPMENT CORP., INC.",2900 Minnesota Ave,Kansas City,KS,66102
BEATTYVILLE DUPLEX PROJECT #3,813 Highway 52 W,Beattyville,KY,41311
BEATTYVILLE DUPLEX PROJECT #4,1327 Fairground Ridge Rd,Beattyville,KY,41311
BEATTYVILLE HOUSING & DEVELOPMENT CORP,PO Box 307,Beattyville,KY,41311
BEATTYVILLE HOUSING DUPLEX PROJECT #5,813 Highway 52 W,Beattyville,KY,41311
BELL-WHITLEY COMMUNITY ACTION AGENC,PO Box 159,Pineville,KY,40977
CANAAN,,CANAAN,KY,99999
CENTER FOR GREAT NEIGHBORHOODS,1650 Russell St,Covington,KY,41011
CENTER FOR GREAT NEIGHBORHOODS OF COVINGTON,1650 Russell St,Covington,KY,41011
CENTRAL CROSSING,217 Fairlane Dr,Vanceburg,KY,41179
CENTRAL CROSSING III,FAIRLANE DR,VANCEBURG,KY,41179
"COAP, INC",PO Box 1617,Harlan,KY,40831
COMMHOME LAND TRUST/COVINGTON COMMUNITY CENTER,1001 Lee St,Covington,KY,41011
"COMMUNITY HOUSING, INC",PO Box 535,Winchester,KY,40392
COMMUNITY VENTURES CORPORATION,1450 N Broadway,Lexington,KY,40505
COVENANT HOUSING FUND INC,714 E Jacob St,Louisville,KY,40203
CRANE COMMUNITY DEVELOPMENT CORP,3960 Cane Run Rd,Louisville,KY,40211
"DANIEL BOONE DEVELOPMENT COUNCIL, INC",PO Box 277,Manchester,KY,40962
DO NOT USE(CRANE),3960 Cane Run Rd,Louisville,KY,40211
"ENTRYWAY, INC.",P.O. BOX 355,NEWPORT,KY,41072
"ENTRYWAY, INC.",30 E 8th St,Newport,KY,41071
ESTILL COUNTY,GLORY ST.,Irvine,KY,40336
FAYETTE COUNTY LOCAL DEV CORP,167 W Main St,Lexington,KY,40507
FLATWOODS COMMUNITY BASED DEVELOPMENT CORP,PO Box 57,Oneida,KY,40972
"FRANKFORT HOUSING REDEVELOPMENT, INC",590 Walter Todd Dr,Frankfort,KY,40601
"FRONTIER HOUSING, INC",PO Box 561,Morehead,KY,40351
GREEN RIVER HOUSING CORP,3860 US Highway 60 W,Owensboro,KY,42301
HANDS,PO Box 9637,Bowling Green,KY,42102
HARLAN COUNTY COMMUNITY ACTION AGENCY,PO Box 1556,Harlan,KY,40831
HAZARD-PERRY COUNTY HOUSING DEVELOP,PO Box 1506,Hazard,KY,41702
HICKMAN URCDA,113 Clinton St,Hickman,KY,42050
HOLLY STREET HOUSING PROJECT,132 Holly St,Richmond,KY,40475
HOME PROPERTIES OF BOONE COUNTY,3531 Hathaway Rd,Union,KY,41091
HOMES WHITESBURG TRANSITIONAL HOUSING,P.O. BOX B,NEON,KY,41840
"HOMES, INC",PO Box 8,Neon,KY,41840
HOPKINSVILLE INNER CITY COMM. HSG. DEV.,PO Box 152,Hopkinsville,KY,42241
"HOUSING DEVELOPMENT ALLIANCE, INC.",PO Box 7284,Hazard,KY,41702
HOUSING MANAGEMENT SERVICES,139 Barren River Blvd,Georgetown,KY,40324
HOUSING OPPORTUNITIES OF NORTH KENTUCKY,841 Isabella St,Newport,KY,41071
"KENTUCKY COMMUNITIES ECONOMIC OPPORTUNITY COUNCIL, INC.",PO Box 490,Barbourville,KY,40906
KENTUCKY MOUNTAIN HOUSING DEVELOPMENT,PO Box 729,Manchester,KY,40962
"KENTUCKY RIVER FOOTHILLS D.C., INC",309 Spangler Dr,Richmond,KY,40475
LOUISVILLE CENTRAL DEVELOPMENT CORP,1015 W Chestnut St,Louisville,KY,40203
LOW-INCOME HOUSING COALITION OF FLOYD COUNTY,116 N Front Ave,Prestonsburg,KY,41653
NEIGHBORHOOD INSTITUTE,2900 W Broadway,Louisville,KY,40211
"Owensboro Area Affordable Housing Solutions, Inc.",2161 E 19th St,Owensboro,KY,42303
OWENSBORO COMMUNITY HOUSING DEVELOP,2161 E 19th St,Owensboro,KY,42303
PARTNERSHIP HOUSING DUPLEX PROJECT #4,3365 FISH CREEK LOOP RD,BOONEVILLE,KY,41314
"PARTNERSHIP HOUSING, INC.",PO Box 997,Booneville,KY,41314
PENNYRILE HOUSING CORP,300 Hammond Dr,Hopkinsville,KY,42240
"PEOPLE'S SELF-HELP HOUSING, INC",ROUTE 1 PO BOX 10,VANCEBURG,KY,41179
PIKE COUNTY AFFORDABLE HOUSING,PO Box 1468,Pikeville,KY,41502
PURCHASE COMM HSG DEVELOPMENT,PO Box 588,Mayfield,KY,42066
"REACH, INC.",733 Red Mile Rd,Lexington,KY,40504
"REBOUND, INC",1535 W Broadway,Louisville,KY,40203
RIVER CITY HOUSING,333 Guthrie Grn,Louisville,KY,40202
SHELBY PARK NEIGHBORHOOD ASSOCIATION,714 Shelby Pkwy,Louisville,KY,40203
SOUTHERN TIER HSG. CORP.,PO Box 1738,London,KY,40743
ST. STEPHENS ECONOMIC DEVELOPMENT CORPORATION,1008 S 15th St,Louisville,KY,40210
"STERLING HOUSING, INC",DRAWER B,BEREA,KY,40403
"THE METRO HOUSING RESOURCES CENTER, INC.",2810 Dumesnil St,Louisville,KY,40211
ACADIA PARISH POLICE JURY,PO Box A,Crowley,LA,70527
